rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_genre,artist_popularity,album_cover_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
49,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,10,27,299,4129923,"conscious hip hop,hip hop,north carolina hip hop,rap",84,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8,0.69,0.521,10.0,-8.492,0.0,0.339,0.324,0.0,0.0534,0.494,100.028,audio_features,68Dni7IE4VyPkTOH9mRWHr,https://api.spotify.com/v1/tracks/68Dni7IE4VyPkTOH9mRWHr,https://api.spotify.com/v1/audio-analysis/68Dni7IE4VyPkTOH9mRWHr,292799.0,4.0
50,spotify:track:0PAcdVzhPO4gq1Iym9ESnK,Morgan Wallen,Thinkin’ Bout Me,Big Loud Records / Mercury Records / Republic Records,9,53,35,4054126,contemporary country,85,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,0.656,0.757,3.0,-5.775,0.0,0.0308,0.492,0.0,0.117,0.429,139.971,audio_features,0PAcdVzhPO4gq1Iym9ESnK,https://api.spotify.com/v1/tracks/0PAcdVzhPO4gq1Iym9ESnK,https://api.spotify.com/v1/audio-analysis/0PAcdVzhPO4gq1Iym9ESnK,177388.0,4.0
51,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,"KAROL G, Peso Pluma",QLONA,Bichota/Interscope Records,16,26,12,3920004,"reggaeton,reggaeton colombiano,trap latino,urbano latino",88,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03,0.841,0.738,7.0,-7.455,0.0,0.307,0.52,0.0,0.0892,0.484,169.918,audio_features,5RqSsdzTNPX1uzkmlHCFvK,https://api.spotify.com/v1/tracks/5RqSsdzTNPX1uzkmlHCFvK,https://api.spotify.com/v1/audio-analysis/5RqSsdzTNPX1uzkmlHCFvK,172798.0,4.0
52,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,5,31,122,3856900,"hip hop,rap",82,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3,0.558,0.559,6.0,-9.222,1.0,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387.0,4.0
53,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,Boys Don't Cry,30,32,64,3800437,"lgbtq+ hip hop,neo soul",81,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,0.545,0.545,9.0,-7.362,1.0,0.107,0.667,5.48e-05,0.417,0.549,159.94,audio_features,3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516.0,3.0
54,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,13,35,167,3739022,"modern alternative rock,modern rock,pop,pov: indie",81,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400.0,4.0
55,spotify:track:3eP13S8D5m2cweMEg3ZDed,Drake,Virginia Beach,OVO/Republic,3,22,4,3732638,"canadian hip hop,canadian pop,hip hop,pop rap,rap",95,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,0.402,0.514,1.0,-7.322,0.0,0.0471,0.106,0.0,0.181,0.2,120.009,audio_features,3eP13S8D5m2cweMEg3ZDed,https://api.spotify.com/v1/tracks/3eP13S8D5m2cweMEg3ZDed,https://api.spotify.com/v1/audio-analysis/3eP13S8D5m2cweMEg3ZDed,251095.0,4.0
56,spotify:track:3IX0yuEVvDbnqUwMBB3ouC,Olivia Rodrigo,bad idea right?,Olivia Rodrigo PS,1,30,12,3642516,pop,87,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d,0.627,0.879,9.0,-3.446,1.0,0.0955,0.00193,6.87e-06,0.0647,0.748,129.979,audio_features,3IX0yuEVvDbnqUwMBB3ouC,https://api.spotify.com/v1/tracks/3IX0yuEVvDbnqUwMBB3ouC,https://api.spotify.com/v1/audio-analysis/3IX0yuEVvDbnqUwMBB3ouC,184784.0,4.0
57,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,"Calle 24, Chino Pacas, Fuerza Regida",Que Onda,Street Mob Records - Rancho Humilde,47,47,9,3591003,"corrido,corridos tumbados,sad sierreno,sierreno",74,https://i.scdn.co/image/ab67616d0000b273c069abd6ab0ed961aa7b2d39,0.808,0.944,10.0,-4.863,0.0,0.0408,0.183,1.11e-06,0.138,0.937,124.934,audio_features,6uIIdjYTxxpWOyWuVXrKQO,https://api.spotify.com/v1/tracks/6uIIdjYTxxpWOyWuVXrKQO,https://api.spotify.com/v1/audio-analysis/6uIIdjYTxxpWOyWuVXrKQO,191467.0,3.0
58,spotify:track:5W4kiM2cUYBJXKRudNyxjW,Morgan Wallen,You Proof,Big Loud Records / Mercury Records / Republic Records,8,37,77,3569239,contemporary country,85,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,0.732,0.839,9.0,-5.007,1.0,0.0345,0.265,0.0,0.602,0.629,119.724,audio_features,5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/tracks/5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/audio-analysis/5W4kiM2cUYBJXKRudNyxjW,157478.0,4.0
59,spotify:track:3qQbCzHBycnDpGskqOWY0E,"Eslabon Armado, Peso Pluma",Ella Baila Sola,DEL Records,1,33,33,3541074,"corrido,corridos tumbados,sad sierreno,sierreno",77,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f,0.668,0.758,5.0,-5.176,0.0,0.0332,0.483,1.89e-05,0.0837,0.834,147.989,audio_features,3qQbCzHBycnDpGskqOWY0E,https://api.spotify.com/v1/tracks/3qQbCzHBycnDpGskqOWY0E,https://api.spotify.com/v1/audio-analysis/3qQbCzHBycnDpGskqOWY0E,165671.0,3.0
60,spotify:track:3nNmRE0DxHC6ZaKkrpUumS,"Bad Bunny, Young Miko",FINA,Rimas Entertainment LLC,8,24,3,3451049,"reggaeton,trap latino,urbano latino",96,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,0.847,0.724,1.0,-5.41,1.0,0.298,0.0869,1.11e-06,0.118,0.396,94.601,audio_features,3nNmRE0DxHC6ZaKkrpUumS,https://api.spotify.com/v1/tracks/3nNmRE0DxHC6ZaKkrpUumS,https://api.spotify.com/v1/audio-analysis/3nNmRE0DxHC6ZaKkrpUumS,216328.0,4.0
61,spotify:track:3cBsEDNhFI9E82vPj3kvi3,Morgan Wallen,Wasted On You,Big Loud / Republic,3,42,145,3433823,contemporary country,85,https://i.scdn.co/image/ab67616d0000b2737d6813fd233f3bc4977cceca,0.505,0.657,11.0,-5.24,0.0,0.0318,0.373,0.00107,0.126,0.252,196.0,audio_features,3cBsEDNhFI9E82vPj3kvi3,https://api.spotify.com/v1/tracks/3cBsEDNhFI9E82vPj3kvi3,https://api.spotify.com/v1/audio-analysis/3cBsEDNhFI9E82vPj3kvi3,178520.0,3.0
62,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,Universal Republic Records,8,62,138,3395204,"canadian contemporary r&b,canadian pop,pop",92,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a,0.586,0.525,1.0,-7.163,0.0,0.0615,0.111,0.0,0.134,0.508,133.629,audio_features,2LBqCSwhJGcFQeTHMVGwy3,https://api.spotify.com/v1/tracks/2LBqCSwhJGcFQeTHMVGwy3,https://api.spotify.com/v1/audio-analysis/2LBqCSwhJGcFQeTHMVGwy3,260253.0,4.0
63,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,6,39,16,3360184,"art pop,pop",86,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e,0.444,0.0911,0.0,-17.665,1.0,0.0307,0.959,1.05e-06,0.098,0.142,78.403,audio_features,6wf7Yu7cxBSPrRlWeSeK0Q,https://api.spotify.com/v1/tracks/6wf7Yu7cxBSPrRlWeSeK0Q,https://api.spotify.com/v1/audio-analysis/6wf7Yu7cxBSPrRlWeSeK0Q,222370.0,4.0
64,spotify:track:2QN9zL3SzXdGqqmXO68gFp,Rockwell,Somebody's Watching Me - Single Version,UNI/MOTOWN,64,-1,3,3336444,,61,https://i.scdn.co/image/ab67616d0000b2733b6773d6e0df6eedefb20190,0.788,0.576,1.0,-6.996,0.0,0.0327,0.0372,0.000211,0.0634,0.889,124.115,audio_features,2QN9zL3SzXdGqqmXO68gFp,https://api.spotify.com/v1/tracks/2QN9zL3SzXdGqqmXO68gFp,https://api.spotify.com/v1/audio-analysis/2QN9zL3SzXdGqqmXO68gFp,238787.0,4.0
65,spotify:track:3EaJDYHA0KnX88JvDhL9oa,Steve Lacy,Dark Red,Three Quarter,16,46,117,3324320,afrofuturism,79,https://i.scdn.co/image/ab67616d0000b2733d2dfa42f771cd458b194979,0.603,0.784,6.0,-4.023,1.0,0.062,0.446,8.32e-06,0.119,0.769,172.041,audio_features,3EaJDYHA0KnX88JvDhL9oa,https://api.spotify.com/v1/tracks/3EaJDYHA0KnX88JvDhL9oa,https://api.spotify.com/v1/audio-analysis/3EaJDYHA0KnX88JvDhL9oa,173104.0,4.0
66,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,36,54,3304928,pop,100,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,0.637,0.643,4.0,-6.571,1.0,0.0519,0.13,1.8e-06,0.142,0.533,97.008,audio_features,0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,200690.0,4.0
67,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,Fast Car,River House Artists/Columbia Nashville,4,45,32,3261359,"contemporary country,country",81,https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1,0.712,0.603,8.0,-5.52,1.0,0.0262,0.186,0.0,0.115,0.67,97.994,audio_features,1Lo0QY9cvc8sUB2vnIOxDT,https://api.spotify.com/v1/tracks/1Lo0QY9cvc8sUB2vnIOxDT,https://api.spotify.com/v1/audio-analysis/1Lo0QY9cvc8sUB2vnIOxDT,265493.0,4.0
68,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,3,51,65,3250545,"bedroom pop,bedroom r&b",75,https://i.scdn.co/image/ab67616d0000b273bd1a52b3d5903ee01c216da0,0.571,0.544,6.0,-10.613,1.0,0.0299,0.453,0.00805,0.322,0.216,132.052,audio_features,1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/audio-analysis/1xK59OXxi2TAAAbmZK0kBL,132631.0,4.0
69,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,6,41,149,3224540,"album rock,classic rock,rock,soft rock,yacht rock",79,https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800.0,4.0
70,spotify:track:3F5CgOj3wFlRv51JsHbxhe,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),OVO,2,50,72,3222161,"canadian hip hop,canadian pop,hip hop,pop rap,rap",95,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,0.529,0.673,0.0,-4.711,1.0,0.175,0.000307,2.41e-06,0.093,0.366,165.921,audio_features,3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/audio-analysis/3F5CgOj3wFlRv51JsHbxhe,218365.0,4.0
71,spotify:track:3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,"Hotel Ugly, under exclusive license to Amuseio AB",29,54,61,3207786,modern indie pop,72,https://i.scdn.co/image/ab67616d0000b273350ab7a839c04bfd5225a9f5,0.485,0.409,9.0,-10.711,0.0,0.101,0.325,0.0,0.103,0.376,138.419,audio_features,3hxIUxnT27p5WcmjGUXNwx,https://api.spotify.com/v1/tracks/3hxIUxnT27p5WcmjGUXNwx,https://api.spotify.com/v1/audio-analysis/3hxIUxnT27p5WcmjGUXNwx,164571.0,4.0
72,spotify:track:0AYt6NMyyLd0rLuvr0UkMH,"Drake, SZA",Slime You Out (feat. SZA),OVO/Republic,1,34,7,3186556,"canadian hip hop,canadian pop,hip hop,pop rap,rap",95,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,0.483,0.408,5.0,-9.243,0.0,0.0502,0.508,0.0,0.259,0.105,88.88,audio_features,0AYt6NMyyLd0rLuvr0UkMH,https://api.spotify.com/v1/tracks/0AYt6NMyyLd0rLuvr0UkMH,https://api.spotify.com/v1/audio-analysis/0AYt6NMyyLd0rLuvr0UkMH,310491.0,3.0
73,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,TV Girl,55,55,50,3160452,pov: indie,77,https://i.scdn.co/image/ab67616d0000b273e1bc1af856b42dd7fdba9f84,0.559,0.871,5.0,-5.338,0.0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,audio_features,6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/tracks/6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/audio-analysis/6dBUzqjtbnIa1TwYbyw5CM,213920.0,4.0
74,spotify:track:5Eh1nj7IjV9lwpcKAkidyY,Troye Sivan,One Of Your Girls,EMI Recorded Music Australia Pty Ltd,29,29,3,3151413,"australian pop,pop,viral pop",78,https://i.scdn.co/image/ab67616d0000b27367103283a4eb57578a428252,0.629,0.654,11.0,-7.852,0.0,0.0584,0.0878,0.00655,0.22,0.799,93.034,audio_features,5Eh1nj7IjV9lwpcKAkidyY,https://api.spotify.com/v1/tracks/5Eh1nj7IjV9lwpcKAkidyY,https://api.spotify.com/v1/audio-analysis/5Eh1nj7IjV9lwpcKAkidyY,181482.0,4.0
75,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,Atlantic Records,9,68,23,3125800,"dance pop,pop,uk pop",84,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192,0.671,0.845,11.0,-4.93,0.0,0.048,0.0207,0.0,0.329,0.775,110.056,audio_features,1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA,176579.0,4.0
76,spotify:track:2J6OF7CkpdQGSfm1wdclqn,Brent Faiyaz,Clouded,Lost Kids,39,56,55,3123886,"r&b,rap",82,https://i.scdn.co/image/ab67616d0000b2736a463f436bbf07f3c9e8c62a,0.583,0.344,2.0,-8.765,1.0,0.0559,0.774,0.0,0.143,0.581,65.203,audio_features,2J6OF7CkpdQGSfm1wdclqn,https://api.spotify.com/v1/tracks/2J6OF7CkpdQGSfm1wdclqn,https://api.spotify.com/v1/audio-analysis/2J6OF7CkpdQGSfm1wdclqn,110129.0,3.0
77,spotify:track:4pCbJC43j3gSqG6Fen6upD,"Zach Bryan, The War and Treaty",Hey Driver (feat. The War and Treaty),Warner Records,3,43,10,3121325,"classic oklahoma country,modern country pop",86,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef,0.583,0.351,0.0,-5.836,1.0,0.0306,0.494,0.0,0.368,0.462,79.014,audio_features,4pCbJC43j3gSqG6Fen6upD,https://api.spotify.com/v1/tracks/4pCbJC43j3gSqG6Fen6upD,https://api.spotify.com/v1/audio-analysis/4pCbJC43j3gSqG6Fen6upD,227467.0,4.0
78,spotify:track:67nepsnrcZkowTxMWigSbb,"Travis Scott, Drake",MELTDOWN (feat. Drake),Cactus Jack/Epic,1,40,14,3103555,"hip hop,rap,slap house",90,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,0.557,0.774,7.0,-5.275,0.0,0.351,0.012,0.0,0.396,0.397,111.975,audio_features,67nepsnrcZkowTxMWigSbb,https://api.spotify.com/v1/tracks/67nepsnrcZkowTxMWigSbb,https://api.spotify.com/v1/audio-analysis/67nepsnrcZkowTxMWigSbb,246134.0,4.0
79,spotify:track:4EWCNWgDS8707fNSZ1oaA5,Kanye West,Heartless,Roc-A-Fella,40,76,109,3057441,"chicago rap,hip hop,rap",88,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18,0.79,0.647,10.0,-5.983,0.0,0.136,0.0515,0.0,0.248,0.654,87.999,audio_features,4EWCNWgDS8707fNSZ1oaA5,https://api.spotify.com/v1/tracks/4EWCNWgDS8707fNSZ1oaA5,https://api.spotify.com/v1/audio-analysis/4EWCNWgDS8707fNSZ1oaA5,211000.0,4.0
80,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",49,49,65,3056522,pop,100,https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b,0.615,0.534,9.0,-6.719,0.0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,audio_features,1R0a2iXumgCiFb7HEZ7gUE,https://api.spotify.com/v1/tracks/1R0a2iXumgCiFb7HEZ7gUE,https://api.spotify.com/v1/audio-analysis/1R0a2iXumgCiFb7HEZ7gUE,236413.0,4.0
81,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,Moonlight,Geffen Records,27,57,36,3054397,colombian pop,81,https://i.scdn.co/image/ab67616d0000b27381fccd758776d16b87721b17,0.642,0.706,7.0,-6.872,0.0,0.052,0.518,0.0,0.25,0.896,136.851,audio_features,0JmnkIqdlnUzPaf8sqBRs3,https://api.spotify.com/v1/tracks/0JmnkIqdlnUzPaf8sqBRs3,https://api.spotify.com/v1/audio-analysis/0JmnkIqdlnUzPaf8sqBRs3,187723.0,4.0
82,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,41,75,150,3027151,"conscious hip hop,hip hop,rap,west coast rap",86,https://i.scdn.co/image/ab67616d0000b273d28d2ebdedb220e479743797,0.716,0.531,7.0,-7.355,1.0,0.122,0.0703,0.0,0.224,0.344,71.994,audio_features,2HbKqm4o0w5wEeEFXm2sD4,https://api.spotify.com/v1/tracks/2HbKqm4o0w5wEeEFXm2sD4,https://api.spotify.com/v1/audio-analysis/2HbKqm4o0w5wEeEFXm2sD4,386907.0,4.0
83,spotify:track:5TRPicyLGbAF2LGBFbHGvO,"Kanye West, Dwele",Flashing Lights,Roc-A-Fella,53,81,94,2999938,"chicago rap,hip hop,rap",88,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,0.639,0.628,6.0,-7.578,0.0,0.0399,0.0381,0.0,0.386,0.43,90.482,audio_features,5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/tracks/5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/audio-analysis/5TRPicyLGbAF2LGBFbHGvO,237507.0,4.0
84,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,Zach Bryan,Heading South,Warner Records,36,48,51,2983662,"classic oklahoma country,modern country pop",86,https://i.scdn.co/image/ab67616d0000b273f9017bcd001d030d46850226,0.68,0.246,4.0,-14.112,1.0,0.058,0.783,0.0,0.106,0.388,110.23,audio_features,2Dct3GykKZ58hpWRFfe2Qd,https://api.spotify.com/v1/tracks/2Dct3GykKZ58hpWRFfe2Qd,https://api.spotify.com/v1/audio-analysis/2Dct3GykKZ58hpWRFfe2Qd,171693.0,4.0
85,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,52,57,2970888,pop,100,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc,0.613,0.581,0.0,-8.588,0.0,0.0424,0.537,0.000345,0.25,0.551,130.033,audio_features,4R2kfaDFhslZEMJqAFNpdd,https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd,https://api.spotify.com/v1/audio-analysis/4R2kfaDFhslZEMJqAFNpdd,239560.0,4.0
86,spotify:track:3azJifCSqg9fRij2yKIbWz,Tory Lanez,The Color Violet,One Umbrella Records,26,71,61,2969184,"canadian hip hop,canadian trap,melodic rap,pop rap,r&b,rap,trap",78,https://i.scdn.co/image/ab67616d0000b2730c5f23cbf0b1ab7e37d0dc67,0.645,0.534,6.0,-10.8,0.0,0.0479,0.157,0.0,0.0863,0.463,105.02,audio_features,3azJifCSqg9fRij2yKIbWz,https://api.spotify.com/v1/tracks/3azJifCSqg9fRij2yKIbWz,https://api.spotify.com/v1/audio-analysis/3azJifCSqg9fRij2yKIbWz,226467.0,4.0
87,spotify:track:6IPwKM3fUUzlElbvKw2sKl,girl in red,we fell in love in october,world in red,60,60,30,2967861,"bedroom pop,indie pop,norwegian indie,pov: indie",74,https://i.scdn.co/image/ab67616d0000b273d6839051c4760457e1a60b2a,0.566,0.366,7.0,-12.808,1.0,0.028,0.113,0.181,0.155,0.237,129.96,audio_features,6IPwKM3fUUzlElbvKw2sKl,https://api.spotify.com/v1/tracks/6IPwKM3fUUzlElbvKw2sKl,https://api.spotify.com/v1/audio-analysis/6IPwKM3fUUzlElbvKw2sKl,184154.0,4.0
88,spotify:track:7x9aauaA9cu6tyfpHnqDLo,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,3,63,16,2959199,k-pop,88,https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74,0.802,0.832,11.0,-4.107,1.0,0.0434,0.311,0.0,0.0815,0.89,124.997,audio_features,7x9aauaA9cu6tyfpHnqDLo,https://api.spotify.com/v1/tracks/7x9aauaA9cu6tyfpHnqDLo,https://api.spotify.com/v1/audio-analysis/7x9aauaA9cu6tyfpHnqDLo,185427.0,4.0
89,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,1,85,48,2954806,rap,85,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2,0.715,0.62,1.0,-6.005,0.0,0.0484,0.417,0.0,0.0822,0.172,97.95,audio_features,2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/tracks/2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/audio-analysis/2dHHgzDwk4BJdRwy9uXhTO,221520.0,4.0
90,spotify:track:4KW1lqgSr8TKrvBII0Brf8,Kanye West,Father Stretch My Hands Pt. 1,Rock The World/IDJ/Kanye LP7,72,82,88,2915236,"chicago rap,hip hop,rap",88,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4,0.724,0.573,7.0,-4.113,1.0,0.0549,0.118,0.0,0.538,0.438,113.088,audio_features,4KW1lqgSr8TKrvBII0Brf8,https://api.spotify.com/v1/tracks/4KW1lqgSr8TKrvBII0Brf8,https://api.spotify.com/v1/audio-analysis/4KW1lqgSr8TKrvBII0Brf8,135920.0,4.0
91,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,"Big Machine Records, LLC",24,28,35,2914470,pop,100,https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a,0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,audio_features,0ug5NqcwcFR2xrfTkc7k8e,https://api.spotify.com/v1/tracks/0ug5NqcwcFR2xrfTkc7k8e,https://api.spotify.com/v1/audio-analysis/0ug5NqcwcFR2xrfTkc7k8e,231000.0,4.0
92,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,5,44,49,2900499,pop,100,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,0.642,0.62,8.0,-7.091,1.0,0.0666,0.0734,0.0,0.483,0.0969,90.02,audio_features,7KokYm8cMIXCsGVmUvKtqf,https://api.spotify.com/v1/tracks/7KokYm8cMIXCsGVmUvKtqf,https://api.spotify.com/v1/audio-analysis/7KokYm8cMIXCsGVmUvKtqf,204852.0,4.0
93,spotify:track:2ItNKt19iqefEe590Z9GeE,The Living Tombstone,Five Nights at Freddy's,Ghost Pixel Records,93,-1,1,2892069,"otacore,pixel,pov: indie",71,https://i.scdn.co/image/ab67616d0000b2733f753699bc7ef8a7945d8bb0,0.491,0.771,9.0,-5.037,1.0,0.041,0.00149,0.000262,0.232,0.242,103.005,audio_features,2ItNKt19iqefEe590Z9GeE,https://api.spotify.com/v1/tracks/2ItNKt19iqefEe590Z9GeE,https://api.spotify.com/v1/audio-analysis/2ItNKt19iqefEe590Z9GeE,165832.0,4.0
94,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,Jive,10,67,56,2889316,"r&b,urban contemporary",76,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c,0.684,0.607,11.0,-8.127,0.0,0.1,0.0267,0.000307,0.191,0.498,81.001,audio_features,0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV,195373.0,4.0
95,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,"Miserable Music Group, LLC",11,69,29,2879940,gen z singer-songwriter,75,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae,0.508,0.43,2.0,-9.475,0.0,0.0335,0.83,0.000441,0.093,0.324,130.09,audio_features,1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/tracks/1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/audio-analysis/1odExI7RdWc4BT515LTAwj,212954.0,4.0
